UUUUU  0 ns
#1
UUUU1  6.10308 ns
U1UU1  6.644117 ns
01UU1  7.34804 ns
010U1  8.372429 ns
00010  408.042714 ns
00011  408.549817 ns
10011  504.549492 ns
00011  505.04932 ns
10011  506.024114 ns
10001  506.096771 ns
00001  506.347233 ns
01001  507.597353 ns
01011  507.894512 ns
01111  507.907931 ns
00111  508.291534 ns
00110  508.549817 ns
00100  509.03784 ns
00110  509.96626 ns
00010  510.201777 ns
00110  510.741462 ns
00111  510.907963 ns
01111  511.125065 ns
11111  605.148115 ns
11101  605.329424 ns
01101  605.776097 ns
01001  606.493361 ns
01101  607.602502 ns
00101  607.986105 ns
10101  705.148115 ns
00101  705.776097 ns
10101  706.122909 ns
10001  706.487157 ns
10011  706.73126 ns
11011  706.87076 ns
11001  707.323376 ns
10001  707.696148 ns
10101  707.895197 ns
10100  708.265079 ns
10110  709.03784 ns
10010  710.201777 ns
10110  710.741462 ns
11110  711.125065 ns
11010  806.543766 ns
10010  806.927369 ns
10000  808.564424 ns
10001  809.506127 ns
00001  905.115595 ns
10001  906.347233 ns
11001  906.688834 ns
11101  907.602502 ns
11111  907.894512 ns
10111  907.986105 ns
10110  908.549817 ns
10111  908.836215 ns
00111  1004.549492 ns
10111  1005.115595 ns
10101  1006.096771 ns
10111  1006.204309 ns
00111  1006.347233 ns
01111  1006.688834 ns
01011  1007.368246 ns
01001  1007.894512 ns
11001  1104.163155 ns
11011  1105.329424 ns
10011  1105.736394 ns
10111  1106.650062 ns
10101  1106.73126 ns
11101  1107.033665 ns
11111  1109.03784 ns
11011  1110.201777 ns
11111  1110.741462 ns
10111  1111.125065 ns
10101  1303.897729 ns
10001  1305.061666 ns
00001  1305.172204 ns
01001  1306.745443 ns
01011  1307.132729 ns
01111  1307.659111 ns
00111  1308.042714 ns
00110  1308.074432 ns
00100  1403.897729 ns
00000  1405.061666 ns
00010  1407.132729 ns
00110  1407.907931 ns
00111  1408.074432 ns
01111  1408.291534 ns
01101  1409.03784 ns
01111  1409.96626 ns
01011  1410.201777 ns
01111  1410.741462 ns
01110  1410.907963 ns
00110  1411.125065 ns
10110  1505.115595 ns
00110  1506.347233 ns
01110  1506.688834 ns
01010  1507.602502 ns
01000  1507.894512 ns
00000  1507.986105 ns
00001  1508.549817 ns
00000  1508.836215 ns
10000  1604.195675 ns
00000  1605.493588 ns
00100  1607.602502 ns
01100  1607.986105 ns
01110  1609.03784 ns
01100  1609.96626 ns
01000  1610.201777 ns
01100  1610.741462 ns
01101  1610.907963 ns
00101  1611.125065 ns
00111  1703.897729 ns
10111  1704.163155 ns
10011  1705.061666 ns
00011  1705.493588 ns
01011  1705.736394 ns
01010  1707.696172 ns
01000  1709.03784 ns
01010  1709.96626 ns
01110  1710.201777 ns
01010  1710.741462 ns
01011  1710.907963 ns
00011  1711.125065 ns
10011  1804.195675 ns
00011  1805.170469 ns
00001  1805.329424 ns
00000  1806.398259 ns
00100  1806.493361 ns
01100  1806.743708 ns
01110  1808.564424 ns
01111  1809.506127 ns
11111  1905.148115 ns
11101  1905.329424 ns
01101  1905.776097 ns
01001  1906.493361 ns
01101  1907.602502 ns
00101  1907.986105 ns
10101  2004.549492 ns
00101  2005.115595 ns
00111  2006.096771 ns
00101  2006.204309 ns
10101  2006.347233 ns
11101  2006.688834 ns
11001  2007.368246 ns
11011  2007.894512 ns
11001  2104.783535 ns
01001  2105.115595 ns
00001  2106.688834 ns
00011  2106.73126 ns
00001  2109.03784 ns
00011  2109.96626 ns
00111  2110.201777 ns
00011  2110.741462 ns
00010  2110.907963 ns
01010  2111.125065 ns
11010  2204.195675 ns
01010  2204.549492 ns
01000  2206.096771 ns
01001  2207.038474 ns
01011  2209.03784 ns
01001  2209.96626 ns
01101  2210.201777 ns
01001  2210.741462 ns
01000  2210.907963 ns
00000  2211.125065 ns
10000  2405.148115 ns
00000  2406.122909 ns
00010  2407.132729 ns
00011  2407.350699 ns
01011  2407.696148 ns
01010  2408.074432 ns
01000  2409.03784 ns
01010  2409.96626 ns
01110  2410.201777 ns
01010  2410.741462 ns
01011  2410.907963 ns
00011  2411.125065 ns
10011  2504.549492 ns
00011  2505.04932 ns
00001  2506.096771 ns
10001  2506.347233 ns
10101  2507.659111 ns
10111  2507.894512 ns
11111  2508.042714 ns
11110  2508.549817 ns
11100  2605.329424 ns
01100  2605.776097 ns
01110  2606.73126 ns
01100  2607.323376 ns
01101  2607.978681 ns
01100  2608.265079 ns
01110  2609.03784 ns
01010  2610.201777 ns
01110  2610.741462 ns
00110  2611.125065 ns
10110  2705.115595 ns
00110  2706.347233 ns
01110  2706.688834 ns
01010  2707.602502 ns
01000  2707.894512 ns
00000  2707.986105 ns
00001  2708.549817 ns
00000  2708.836215 ns
10000  2804.195675 ns
00000  2805.493588 ns
00100  2807.602502 ns
01100  2807.986105 ns
01110  2809.03784 ns
01100  2809.96626 ns
01000  2810.201777 ns
01100  2810.741462 ns
01101  2810.907963 ns
00101  2811.125065 ns
10101  2904.195675 ns
10111  2904.840144 ns
00111  2905.172204 ns
00011  2906.004081 ns
00010  2906.398259 ns
00110  2906.543766 ns
01110  2906.745443 ns
00110  2906.927369 ns
00100  3004.783535 ns
10100  3005.115595 ns
11100  3006.688834 ns
11110  3006.73126 ns
11100  3009.03784 ns
11110  3009.96626 ns
11010  3010.201777 ns
11110  3010.741462 ns
11111  3010.907963 ns
10111  3011.125065 ns
10011  3106.543766 ns
11011  3106.927369 ns
11001  3108.564424 ns
11000  3109.506127 ns
#52
11010  3.722345 ns
11110  4.302323 ns
11111  4.890681 ns
11101  4.945302 ns
10101  6.492755 ns
00101  7.52494 ns
01101  7.570186 ns
01001  8.107999 ns
01000  104.296491 ns
01010  104.351112 ns
00010  104.383644 ns
10010  104.731706 ns
11010  104.776952 ns
11011  104.890681 ns
11001  104.945302 ns
11101  105.998888 ns
11100  203.834931 ns
01100  203.864002 ns
01110  203.889552 ns
00110  203.909248 ns
00111  303.834931 ns
00101  303.889552 ns
01101  304.769735 ns
01111  304.827663 ns
01110  304.97879 ns
01010  305.407641 ns
01110  306.384979 ns
11110  306.400448 ns
11111  404.656905 ns
01111  404.731706 ns
00111  404.776952 ns
01111  405.950336 ns
11111  406.078563 ns
01111  406.982521 ns
00111  407.027767 ns
00011  407.56558 ns
00001  504.149159 ns
00000  504.656905 ns
00100  504.729137 ns
10100  504.731706 ns
11100  504.776952 ns
11101  505.317495 ns
11111  505.372116 ns
01111  506.078563 ns
11111  604.731706 ns
11110  604.738933 ns
10110  604.776952 ns
10100  604.793554 ns
10110  605.053161 ns
10010  605.633139 ns
10011  606.221497 ns
10001  606.276118 ns
11001  606.492755 ns
01001  607.52494 ns
00001  607.570186 ns
00101  608.107999 ns
00111  703.722345 ns
10111  704.731706 ns
10110  704.738933 ns
11110  704.776952 ns
11100  704.793554 ns
11110  705.053161 ns
10110  803.638551 ns
10100  803.696479 ns
10110  805.053161 ns
10010  805.253795 ns
10011  806.221497 ns
10001  806.276118 ns
10000  904.296491 ns
10010  904.351112 ns
10011  905.44035 ns
11011  906.492755 ns
01011  906.862008 ns
11011  907.52494 ns
10011  907.570186 ns
10111  908.107999 ns
11111  1004.769735 ns
11101  1004.827663 ns
11001  1005.407641 ns
10001  1006.492755 ns
00001  1007.52494 ns
01001  1007.570186 ns
01011  1105.053161 ns
01111  1105.633139 ns
11111  1106.657236 ns
10111  1106.702482 ns
10101  1304.108436 ns
10001  1304.688414 ns
10000  1305.276772 ns
10010  1305.331393 ns
11010  1305.950336 ns
01010  1306.982521 ns
00010  1307.027767 ns
00110  1307.56558 ns
00111  1504.296491 ns
00101  1504.351112 ns
00100  1505.44035 ns
01100  1506.492755 ns
11100  1506.862008 ns
01100  1507.52494 ns
00100  1507.570186 ns
00000  1508.107999 ns
10000  1603.864002 ns
11000  1603.909248 ns
11001  1604.063759 ns
11011  1604.11838 ns
10011  1604.18097 ns
10001  1604.238898 ns
10101  1604.818876 ns
11101  1606.492755 ns
01101  1607.52494 ns
00101  1607.570186 ns
00100  1704.063759 ns
00110  1704.11838 ns
00111  1705.207618 ns
01111  1705.625051 ns
11111  1706.629276 ns
01111  1706.657236 ns
00111  1706.702482 ns
00011  1707.240295 ns
00010  1803.789201 ns
10010  1803.864002 ns
11010  1803.909248 ns
11000  1805.053161 ns
01000  1805.210859 ns
01100  1805.633139 ns
01101  1806.221497 ns
01111  1806.276118 ns
11111  1904.731706 ns
11110  1904.738933 ns
10110  1904.776952 ns
10100  1904.793554 ns
10110  1905.053161 ns
10010  1905.633139 ns
10011  1906.221497 ns
10001  1906.276118 ns
11001  1906.492755 ns
01001  1907.52494 ns
00001  1907.570186 ns
00101  1908.107999 ns
01101  2004.769735 ns
01111  2004.827663 ns
01011  2005.407641 ns
00011  2006.492755 ns
10011  2007.52494 ns
11011  2007.570186 ns
11001  2103.722345 ns
11101  2104.302323 ns
11100  2104.890681 ns
11110  2104.945302 ns
10110  2106.492755 ns
00110  2107.52494 ns
01110  2107.570186 ns
01010  2108.107999 ns
01011  2203.834931 ns
11011  2203.864002 ns
11001  2203.889552 ns
10001  2203.909248 ns
10011  2204.149159 ns
10111  2204.729137 ns
10110  2205.317495 ns
10100  2205.372116 ns
11100  2205.625051 ns
01100  2206.657236 ns
00100  2206.702482 ns
00000  2207.240295 ns
01000  2404.18097 ns
01010  2404.238898 ns
01011  2404.656905 ns
11011  2404.731706 ns
10011  2404.776952 ns
10111  2404.818876 ns
10011  2405.796214 ns
00011  2406.078563 ns
00010  2504.656905 ns
10010  2504.731706 ns
11010  2504.776952 ns
10010  2505.950336 ns
00010  2506.078563 ns
10010  2506.982521 ns
11010  2507.027767 ns
11110  2507.56558 ns
10110  2604.383644 ns
10111  2604.738933 ns
10101  2604.793554 ns
10111  2605.053161 ns
10011  2605.633139 ns
10010  2605.882792 ns
10110  2605.998888 ns
00110  2607.30445 ns
00111  2704.296491 ns
00101  2704.351112 ns
00100  2705.44035 ns
01100  2706.492755 ns
11100  2706.862008 ns
01100  2707.52494 ns
00100  2707.570186 ns
00000  2708.107999 ns
10000  2803.864002 ns
11000  2803.909248 ns
11001  2804.063759 ns
11011  2804.11838 ns
10011  2804.18097 ns
10001  2804.238898 ns
10101  2804.818876 ns
11101  2806.492755 ns
01101  2807.52494 ns
00101  2807.570186 ns
01101  2903.638551 ns
01111  2903.696479 ns
01110  2903.789201 ns
11110  2903.864002 ns
10110  2903.909248 ns
10010  2904.276457 ns
00010  2905.210859 ns
00110  2905.253795 ns
00100  3003.722345 ns
00000  3004.302323 ns
00001  3004.890681 ns
00011  3004.945302 ns
01011  3006.492755 ns
11011  3007.52494 ns
10011  3007.570186 ns
10111  3008.107999 ns
11111  3103.638551 ns
11101  3103.696479 ns
11111  3105.053161 ns
11011  3105.253795 ns
11010  3106.221497 ns
11000  3106.276118 ns
#53
11100  2.074056 ns
10100  2.156752 ns
00100  2.41534 ns
01100  2.824209 ns
01110  5.36777 ns
01010  6.067516 ns
01011  7.150771 ns
01001  7.64137 ns
01101  103.254048 ns
00101  103.336744 ns
10101  103.700714 ns
11101  104.109583 ns
11001  202.154803 ns
10001  202.237499 ns
00001  203.351412 ns
00101  203.570408 ns
01101  203.653104 ns
00101  203.760281 ns
00111  205.68413 ns
00101  206.94545 ns
00100  208.326361 ns
00110  208.81696 ns
00010  303.570408 ns
01010  303.653104 ns
11010  306.321425 ns
11000  306.94545 ns
11100  307.645196 ns
11101  308.326361 ns
11100  308.39707 ns
11110  308.81696 ns
11010  402.154803 ns
10010  402.237499 ns
00010  402.496087 ns
01010  402.904956 ns
11010  403.700714 ns
10010  404.109583 ns
10000  405.68413 ns
00000  406.321425 ns
00010  406.94545 ns
00011  408.39707 ns
10011  503.700714 ns
11011  504.109583 ns
01011  506.321425 ns
01001  506.94545 ns
01101  507.645196 ns
01100  508.39707 ns
01101  508.728451 ns
01111  509.21905 ns
11111  602.41534 ns
10111  602.824209 ns
10011  603.651685 ns
11011  603.734381 ns
01011  604.281517 ns
00011  604.690386 ns
00001  606.386285 ns
00101  607.086031 ns
00001  702.074056 ns
01001  702.156752 ns
01101  703.254048 ns
00101  703.336744 ns
10101  704.281517 ns
11101  704.690386 ns
11100  707.767196 ns
11110  708.257795 ns
11010  802.154803 ns
10010  802.237499 ns
10000  804.216608 ns
10100  804.916354 ns
10110  806.386285 ns
10010  807.086031 ns
10011  808.169286 ns
10001  808.659885 ns
00001  902.41534 ns
01001  902.824209 ns
01101  903.651685 ns
00101  903.734381 ns
10101  906.13986 ns
10100  908.144796 ns
10101  908.215505 ns
10111  908.635395 ns
00111  1002.41534 ns
01111  1002.824209 ns
01101  1006.94545 ns
01001  1007.645196 ns
11001  1101.485235 ns
10001  1101.894104 ns
10011  1106.386285 ns
10111  1107.086031 ns
10011  1302.154803 ns
11011  1302.237499 ns
01011  1302.496087 ns
00011  1302.904956 ns
00001  1305.68413 ns
00101  1306.383876 ns
00100  1307.467131 ns
00110  1307.95773 ns
10110  1502.41534 ns
11110  1502.824209 ns
11010  1503.651685 ns
10010  1503.734381 ns
00010  1506.13986 ns
00011  1508.144796 ns
00010  1508.215505 ns
00000  1508.635395 ns
00100  1602.074056 ns
01100  1602.156752 ns
11100  1602.41534 ns
10100  1602.824209 ns
00100  1603.351412 ns
00000  1603.651685 ns
01000  1603.734381 ns
00000  1603.760281 ns
00010  1605.632213 ns
00110  1606.331959 ns
00111  1607.795494 ns
00101  1608.286093 ns
10101  1701.485235 ns
11101  1701.894104 ns
11001  1702.72158 ns
10001  1702.804276 ns
00001  1705.790558 ns
00000  1707.795494 ns
00001  1707.866203 ns
00011  1708.286093 ns
10011  1803.351412 ns
11011  1803.760281 ns
01011  1805.804372 ns
01001  1806.386285 ns
01101  1807.086031 ns
01100  1807.880017 ns
01101  1808.169286 ns
01111  1808.659885 ns
11111  1902.41534 ns
10111  1902.824209 ns
10011  1903.651685 ns
11011  1903.734381 ns
01011  1904.281517 ns
00011  1904.690386 ns
00001  1906.386285 ns
00101  1907.086031 ns
10101  2002.41534 ns
11101  2002.824209 ns
11111  2006.94545 ns
11011  2007.645196 ns
11111  2102.074056 ns
10111  2102.156752 ns
00111  2102.41534 ns
01111  2102.824209 ns
01101  2105.36777 ns
01001  2106.067516 ns
01000  2107.150771 ns
01010  2107.64137 ns
11010  2201.485235 ns
10010  2201.894104 ns
10110  2202.72158 ns
11110  2202.804276 ns
01110  2203.351412 ns
00110  2203.760281 ns
00100  2206.94545 ns
00000  2207.645196 ns
00100  2402.074056 ns
01100  2402.156752 ns
11100  2404.281517 ns
10100  2404.690386 ns
10110  2405.632213 ns
10010  2406.331959 ns
00010  2406.734477 ns
00011  2408.810122 ns
00111  2502.154803 ns
01111  2502.237499 ns
11111  2502.496087 ns
10111  2502.904956 ns
00111  2503.700714 ns
01111  2504.109583 ns
01101  2505.68413 ns
11101  2506.321425 ns
11111  2506.94545 ns
11110  2508.39707 ns
11010  2603.254048 ns
10010  2603.336744 ns
00010  2605.76226 ns
00000  2606.386285 ns
00100  2607.086031 ns
00101  2607.767196 ns
00100  2607.837905 ns
00110  2608.257795 ns
10110  2702.41534 ns
11110  2702.824209 ns
11010  2703.651685 ns
10010  2703.734381 ns
00010  2706.13986 ns
00011  2708.144796 ns
00010  2708.215505 ns
00000  2708.635395 ns
00100  2802.074056 ns
01100  2802.156752 ns
11100  2802.41534 ns
10100  2802.824209 ns
00100  2803.351412 ns
00000  2803.651685 ns
01000  2803.734381 ns
00000  2803.760281 ns
00010  2805.632213 ns
00110  2806.331959 ns
00111  2807.795494 ns
00101  2808.286093 ns
00001  2902.154803 ns
01001  2902.237499 ns
11001  2903.351412 ns
10001  2903.760281 ns
10011  2904.216608 ns
10111  2904.916354 ns
00111  2905.804372 ns
00110  2907.880017 ns
00010  3002.074056 ns
01010  3002.156752 ns
11010  3002.41534 ns
10010  3002.824209 ns
10000  3005.36777 ns
10100  3006.067516 ns
10101  3007.150771 ns
10111  3007.64137 ns
10011  3102.154803 ns
11011  3102.237499 ns
11001  3104.216608 ns
11101  3104.916354 ns
11111  3106.386285 ns
11011  3107.086031 ns
11010  3108.169286 ns
11000  3108.659885 ns
#54
10000  3.604706 ns
10100  4.401763 ns
10101  4.733144 ns
10001  5.011737 ns
10011  5.321775 ns
10001  5.45705 ns
00001  6.794015 ns
01001  6.83764 ns
00001  104.030727 ns
00000  104.103569 ns
00100  104.401763 ns
10100  104.65302 ns
11100  104.696645 ns
11101  104.733144 ns
11100  104.959581 ns
11110  105.321775 ns
11010  106.721557 ns
11011  107.420404 ns
11001  107.641569 ns
11101  108.994687 ns
10101  204.030727 ns
10001  204.36288 ns
10000  204.694261 ns
10010  205.282892 ns
10000  205.418167 ns
10001  206.021137 ns
11001  206.579068 ns
11011  206.745043 ns
11111  207.148925 ns
11110  207.480306 ns
01110  207.627382 ns
00110  207.671007 ns
00100  208.068937 ns
00110  208.204212 ns
00010  304.36288 ns
00011  304.694261 ns
00001  305.282892 ns
00011  305.418167 ns
00010  306.021137 ns
00000  306.745043 ns
00001  307.480306 ns
01001  307.548773 ns
01011  308.204212 ns
01111  308.955804 ns
01110  309.337972 ns
11110  310.206457 ns
11111  404.103569 ns
11011  404.36288 ns
01011  404.65302 ns
01010  404.694261 ns
00010  404.696645 ns
00011  404.959581 ns
00001  405.282892 ns
10001  405.828066 ns
10000  406.021137 ns
11000  406.579068 ns
11010  406.745043 ns
11110  407.148925 ns
11111  407.480306 ns
11011  407.986099 ns
11001  408.068937 ns
11011  408.204212 ns
01011  409.768377 ns
00011  409.812002 ns
01011  504.030727 ns
01010  504.103569 ns
11010  504.65302 ns
10010  504.696645 ns
10000  504.827475 ns
10001  504.959581 ns
00001  505.828066 ns
00000  506.021137 ns
01000  506.579068 ns
01010  506.745043 ns
01110  507.148925 ns
01111  507.480306 ns
01101  508.068937 ns
01111  508.204212 ns
00111  603.604706 ns
00110  604.959581 ns
00010  605.011737 ns
00011  605.781085 ns
10011  605.828066 ns
10001  606.504991 ns
10101  606.908873 ns
10100  607.240254 ns
10110  607.828885 ns
10100  607.96416 ns
10101  609.09792 ns
00101  609.966405 ns
00001  704.401763 ns
10001  704.65302 ns
11001  704.696645 ns
11000  704.733144 ns
11001  704.959581 ns
11011  705.321775 ns
11010  705.781085 ns
01010  705.828066 ns
01110  706.908873 ns
01111  707.240254 ns
01101  707.828885 ns
01111  707.96416 ns
01110  709.09792 ns
11110  709.966405 ns
11111  803.542811 ns
10111  804.030727 ns
10101  804.266717 ns
10100  805.781085 ns
10110  806.504991 ns
10111  807.240254 ns
10101  807.96416 ns
10001  808.693061 ns
11001  903.604706 ns
11000  904.103569 ns
11010  904.827475 ns
11011  904.959581 ns
11111  905.011737 ns
01111  908.18814 ns
00111  908.231765 ns
10111  909.363186 ns
11111  1003.604706 ns
11110  1004.103569 ns
11010  1004.36288 ns
11011  1004.694261 ns
11010  1004.959581 ns
11110  1005.011737 ns
11100  1005.282892 ns
01100  1005.828066 ns
01101  1006.021137 ns
01111  1006.745043 ns
01110  1007.480306 ns
00110  1007.548773 ns
10110  1008.18814 ns
10100  1008.204212 ns
11100  1008.231765 ns
11101  1008.494701 ns
11001  1008.955804 ns
01001  1009.363186 ns
01000  1103.542811 ns
01010  1104.266717 ns
01110  1104.401763 ns
01111  1104.733144 ns
01101  1105.321775 ns
01100  1105.781085 ns
01101  1107.240254 ns
01111  1107.96416 ns
11111  1109.768377 ns
10111  1109.812002 ns
10011  1304.36288 ns
00011  1304.65302 ns
00010  1304.694261 ns
01010  1304.696645 ns
01011  1304.959581 ns
01001  1305.282892 ns
01011  1305.418167 ns
11011  1305.828066 ns
10011  1306.579068 ns
10010  1307.933943 ns
10110  1307.986099 ns
00110  1308.802428 ns
01110  1404.030727 ns
11110  1404.65302 ns
10110  1404.696645 ns
10111  1404.959581 ns
00111  1405.828066 ns
01111  1406.579068 ns
11111  1407.627382 ns
10111  1407.671007 ns
10110  1407.933943 ns
00110  1408.802428 ns
01110  1503.604706 ns
01111  1504.103569 ns
01101  1504.827475 ns
01100  1504.959581 ns
01000  1505.011737 ns
11000  1508.18814 ns
10000  1508.231765 ns
00000  1509.363186 ns
00001  1603.542811 ns
01001  1603.604706 ns
01011  1604.266717 ns
01111  1605.011737 ns
01011  1605.99391 ns
00011  1606.860009 ns
00001  1606.913922 ns
00101  1608.26704 ns
00100  1703.542811 ns
00110  1704.266717 ns
01110  1706.579068 ns
01111  1706.859646 ns
11111  1707.728131 ns
11011  1707.986099 ns
01011  1709.768377 ns
00011  1709.812002 ns
00010  1803.542811 ns
00000  1804.266717 ns
00001  1805.781085 ns
00011  1806.504991 ns
00111  1806.908873 ns
00110  1807.240254 ns
10110  1807.627382 ns
11110  1807.671007 ns
11100  1807.828885 ns
11101  1807.933943 ns
11111  1807.96416 ns
01111  1808.802428 ns
00111  1903.604706 ns
00110  1904.959581 ns
00010  1905.011737 ns
00011  1905.781085 ns
10011  1905.828066 ns
10001  1906.504991 ns
10101  1906.908873 ns
