UUU  0 ns
#1
U0U  3.957996 ns
U01  4.994801 ns
101  1301.457029 ns
001  1302.060137 ns
000  1302.748063 ns
100  1303.42375 ns
101  1304.794491 ns
111  1400.491025 ns
110  1401.38445 ns
100  1401.457029 ns
110  1401.571267 ns
100  1500.022674 ns
000  1500.625782 ns
001  1502.748063 ns
101  1503.42375 ns
#431
100  201.040962 ns
110  204.694174 ns
100  204.940804 ns
000  205.046434 ns
001  303.33675 ns
101  304.005603 ns
111  305.559321 ns
011  305.664951 ns
010  401.040962 ns
011  403.276278 ns
010  503.276278 ns
000  505.559321 ns
100  505.664951 ns
110  506.92949 ns
111  601.040962 ns
110  603.33675 ns
010  604.005603 ns
000  604.694174 ns
001  703.33675 ns
101  704.005603 ns
111  705.559321 ns
011  705.664951 ns
010  801.040962 ns
011  803.276278 ns
010  901.040962 ns
011  903.276278 ns
010  904.377581 ns
000  904.940804 ns
001  1003.276278 ns
011  1005.559321 ns
111  1005.664951 ns
101  1006.92949 ns
100  1101.040962 ns
101  1103.33675 ns
001  1104.005603 ns
011  1104.694174 ns
010  1301.040962 ns
011  1303.33675 ns
111  1304.005603 ns
101  1304.694174 ns
100  1401.040962 ns
101  1403.276278 ns
100  1404.377581 ns
110  1404.940804 ns
111  1503.33675 ns
011  1504.005603 ns
001  1505.559321 ns
101  1505.664951 ns
#432
111  202.709302 ns
011  202.942174 ns
010  203.907821 ns
000  204.532175 ns
100  302.565412 ns
101  303.724347 ns
111  304.031093 ns
011  304.263965 ns
010  502.910101 ns
000  503.534455 ns
010  504.031093 ns
110  504.263965 ns
010  602.565412 ns
011  603.724347 ns
010  603.907821 ns
000  604.532175 ns
100  702.565412 ns
101  703.724347 ns
111  704.031093 ns
011  704.263965 ns
001  902.709302 ns
000  904.101109 ns
001  1002.910101 ns
011  1003.534455 ns
001  1004.031093 ns
101  1004.263965 ns
001  1102.565412 ns
000  1103.724347 ns
001  1103.907821 ns
011  1104.532175 ns
111  1302.565412 ns
110  1303.724347 ns
111  1303.907821 ns
101  1304.532175 ns
111  1402.709302 ns
110  1404.101109 ns
010  1502.565412 ns
011  1503.724347 ns
001  1504.031093 ns
101  1504.263965 ns
#433
111  200.821526 ns
011  202.371845 ns
010  202.551097 ns
000  203.053819 ns
100  301.499633 ns
110  302.343186 ns
111  302.41983 ns
011  303.893505 ns
001  400.821526 ns
000  401.419343 ns
100  401.499633 ns
110  402.343186 ns
010  402.371845 ns
011  402.551097 ns
010  501.419343 ns
110  501.499633 ns
100  501.922065 ns
110  502.343186 ns
010  502.371845 ns
110  503.893505 ns
100  600.821526 ns
000  601.499633 ns
010  602.343186 ns
011  602.41983 ns
010  602.551097 ns
000  603.053819 ns
100  701.499633 ns
110  702.343186 ns
111  702.41983 ns
011  703.893505 ns
001  800.821526 ns
000  801.419343 ns
100  801.499633 ns
110  802.343186 ns
010  802.371845 ns
011  802.551097 ns
001  900.821526 ns
000  901.419343 ns
001  902.551097 ns
000  903.292042 ns
001  1001.419343 ns
101  1001.499633 ns
111  1001.922065 ns
101  1002.343186 ns
001  1002.371845 ns
101  1003.893505 ns
111  1100.821526 ns
011  1101.499633 ns
001  1102.343186 ns
000  1102.41983 ns
001  1102.551097 ns
011  1103.053819 ns
001  1300.821526 ns
101  1301.499633 ns
111  1302.343186 ns
110  1302.41983 ns
111  1302.551097 ns
101  1303.053819 ns
111  1400.821526 ns
110  1401.419343 ns
111  1402.551097 ns
110  1403.292042 ns
010  1501.499633 ns
000  1502.343186 ns
001  1502.41983 ns
101  1503.893505 ns
#434
111  203.12133 ns
011  203.158664 ns
001  204.138158 ns
000  204.508969 ns
001  301.80518 ns
101  302.257944 ns
111  303.329872 ns
011  303.367206 ns
010  401.80518 ns
011  402.7059 ns
010  501.80518 ns
011  502.7059 ns
001  503.329872 ns
101  503.367206 ns
111  503.512602 ns
110  503.883413 ns
111  601.80518 ns
011  602.257944 ns
001  604.138158 ns
000  604.508969 ns
001  701.80518 ns
101  702.257944 ns
111  703.329872 ns
011  703.367206 ns
010  801.80518 ns
011  802.7059 ns
010  902.7059 ns
000  903.12133 ns
001  1001.80518 ns
000  1002.7059 ns
010  1003.329872 ns
110  1003.367206 ns
100  1003.512602 ns
101  1003.883413 ns
100  1101.80518 ns
000  1102.257944 ns
010  1104.138158 ns
011  1104.508969 ns
010  1301.80518 ns
110  1302.257944 ns
100  1304.138158 ns
101  1304.508969 ns
100  1402.7059 ns
110  1403.12133 ns
111  1501.80518 ns
011  1502.257944 ns
001  1503.329872 ns
101  1503.367206 ns
#435
111  201.924764 ns
110  202.160433 ns
100  203.311329 ns
000  203.326798 ns
001  301.471929 ns
101  301.86504 ns
111  304.076507 ns
011  304.091976 ns
010  401.471929 ns
110  401.86504 ns
111  402.933687 ns
011  403.326798 ns
010  501.471929 ns
110  501.86504 ns
111  502.933687 ns
101  503.111524 ns
001  503.326798 ns
000  503.347193 ns
010  504.076507 ns
110  504.091976 ns
111  601.471929 ns
011  601.86504 ns
001  601.924764 ns
000  602.160433 ns
001  701.471929 ns
101  701.86504 ns
111  704.076507 ns
011  704.091976 ns
010  801.471929 ns
110  801.86504 ns
111  802.933687 ns
011  803.326798 ns
010  902.933687 ns
000  903.311329 ns
001  1001.471929 ns
101  1001.86504 ns
100  1002.933687 ns
110  1003.111524 ns
010  1003.326798 ns
011  1003.347193 ns
001  1004.076507 ns
101  1004.091976 ns
100  1101.471929 ns
000  1101.86504 ns
010  1101.924764 ns
011  1102.160433 ns
010  1301.471929 ns
110  1301.86504 ns
100  1301.924764 ns
101  1302.160433 ns
100  1402.933687 ns
110  1403.311329 ns
111  1501.471929 ns
011  1501.86504 ns
001  1504.076507 ns
101  1504.091976 ns
#436
100  201.856147 ns
110  202.274976 ns
100  203.151648 ns
000  203.811056 ns
010  302.725415 ns
011  302.88016 ns
111  303.169718 ns
011  304.261495 ns
010  501.888353 ns
000  502.725415 ns
010  503.183854 ns
110  504.261495 ns
111  601.856147 ns
110  602.88016 ns
100  603.151648 ns
000  603.169718 ns
010  702.725415 ns
011  702.88016 ns
111  703.169718 ns
011  704.261495 ns
001  902.274976 ns
000  903.521498 ns
001  1001.888353 ns
011  1002.725415 ns
001  1003.183854 ns
101  1004.261495 ns
100  1101.856147 ns
101  1102.88016 ns
111  1103.151648 ns
011  1103.169718 ns
010  1301.856147 ns
011  1302.88016 ns
001  1303.151648 ns
101  1303.169718 ns
111  1402.274976 ns
110  1403.521498 ns
100  1502.725415 ns
101  1502.88016 ns
001  1503.169718 ns
101  1504.261495 ns
#437
001  202.086423 ns
011  203.443839 ns
001  203.947494 ns
000  204.234135 ns
100  301.782011 ns
000  302.48006 ns
001  303.053333 ns
011  303.643082 ns
111  401.782011 ns
011  402.086423 ns
111  501.782011 ns
101  503.44123 ns
111  503.643082 ns
110  504.231526 ns
010  601.782011 ns
110  602.086423 ns
010  602.48006 ns
011  603.053333 ns
001  603.443839 ns
000  604.234135 ns
100  701.782011 ns
000  702.48006 ns
001  703.053333 ns
011  703.643082 ns
111  801.782011 ns
011  802.086423 ns
010  902.659696 ns
000  903.947494 ns
100  1001.782011 ns
110  1003.44123 ns
100  1003.643082 ns
101  1004.231526 ns
001  1101.782011 ns
101  1102.086423 ns
001  1102.48006 ns
000  1103.053333 ns
010  1103.443839 ns
011  1104.234135 ns
111  1301.782011 ns
011  1302.086423 ns
111  1302.48006 ns
110  1303.053333 ns
100  1303.443839 ns
101  1304.234135 ns
100  1402.659696 ns
110  1403.947494 ns
010  1501.782011 ns
110  1502.48006 ns
111  1503.053333 ns
101  1503.643082 ns
#438
100  200.363126 ns
110  201.283981 ns
010  202.514596 ns
000  203.182104 ns
100  302.392411 ns
000  302.864674 ns
010  303.059919 ns
011  303.591005 ns
010  400.363126 ns
000  401.283981 ns
001  402.611925 ns
011  403.53278 ns
111  502.392411 ns
110  502.611925 ns
100  503.059919 ns
110  503.53278 ns
111  600.363126 ns
101  601.283981 ns
001  602.864674 ns
000  603.591005 ns
100  702.392411 ns
000  702.864674 ns
010  703.059919 ns
011  703.591005 ns
010  800.363126 ns
000  801.283981 ns
001  802.611925 ns
011  803.53278 ns
010  900.363126 ns
000  901.283981 ns
001  902.611925 ns
011  903.182104 ns
010  903.240927 ns
000  903.53278 ns
100  1002.392411 ns
101  1002.611925 ns
111  1003.059919 ns
101  1003.53278 ns
100  1100.363126 ns
110  1101.283981 ns
010  1102.864674 ns
011  1103.591005 ns
010  1300.363126 ns
000  1301.283981 ns
100  1302.864674 ns
101  1303.591005 ns
100  1400.363126 ns
110  1401.283981 ns
111  1402.611925 ns
101  1403.182104 ns
100  1403.240927 ns
110  1403.53278 ns
010  1502.392411 ns
110  1502.864674 ns
100  1503.059919 ns
101  1503.591005 ns
#439
111  202.2144 ns
110  202.251887 ns
100  202.539186 ns
000  204.184766 ns
010  301.109536 ns
110  303.079902 ns
010  303.364699 ns
011  303.858428 ns
001  401.109536 ns
011  402.2144 ns
001  501.109536 ns
000  502.025086 ns
010  502.312385 ns
110  503.079902 ns
100  601.109536 ns
110  602.2144 ns
111  602.251887 ns
101  602.539186 ns
001  603.364699 ns
000  603.858428 ns
010  701.109536 ns
110  703.079902 ns
010  703.364699 ns
011  703.858428 ns
001  801.109536 ns
011  802.2144 ns
001  902.2144 ns
000  904.678495 ns
010  1001.109536 ns
011  1002.025086 ns
001  1002.312385 ns
101  1003.079902 ns
111  1101.109536 ns
101  1102.2144 ns
100  1102.251887 ns
110  1102.539186 ns
010  1103.364699 ns
011  1103.858428 ns
001  1301.109536 ns
011  1302.2144 ns
010  1302.251887 ns
000  1302.539186 ns
100  1303.364699 ns
101  1303.858428 ns
111  1402.2144 ns
110  1404.678495 ns
100  1501.109536 ns
000  1503.079902 ns
100  1503.364699 ns
101  1503.858428 ns
#440
111  201.532314 ns
110  201.642418 ns
100  203.595821 ns
000  203.866587 ns
010  300.561556 ns
110  300.832322 ns
111  303.057334 ns
011  305.474468 ns
001  400.561556 ns
101  400.832322 ns
100  401.449453 ns
101  403.057334 ns
111  403.595821 ns
011  403.866587 ns
001  500.561556 ns
101  500.832322 ns
100  501.449453 ns
110  501.647677 ns
111  501.757781 ns
110  503.057334 ns
100  600.561556 ns
000  600.832322 ns
010  601.532314 ns
011  601.642418 ns
010  603.057334 ns
000  603.595821 ns
100  603.866587 ns
000  605.474468 ns
010  700.561556 ns
110  700.832322 ns
111  703.057334 ns
011  705.474468 ns
001  800.561556 ns
101  800.832322 ns
100  801.449453 ns
101  803.057334 ns
111  803.595821 ns
011  803.866587 ns
010  901.449453 ns
000  903.595821 ns
010  1000.561556 ns
110  1000.832322 ns
111  1001.449453 ns
101  1001.647677 ns
100  1001.757781 ns
101  1003.057334 ns
111  1100.561556 ns
011  1100.832322 ns
001  1101.532314 ns
000  1101.642418 ns
001  1103.057334 ns
011  1103.595821 ns
111  1103.866587 ns
011  1105.474468 ns
001  1300.561556 ns
101  1300.832322 ns
111  1301.532314 ns
110  1301.642418 ns
111  1303.057334 ns
101  1303.595821 ns
001  1303.866587 ns
101  1305.474468 ns
100  1401.449453 ns
110  1403.595821 ns
100  1500.561556 ns
000  1500.832322 ns
001  1503.057334 ns
101  1505.474468 ns
#441
001  202.495432 ns
011  203.15701 ns
010  203.861255 ns
000  205.074315 ns
100  301.960362 ns
101  302.433063 ns
001  302.462545 ns
011  304.539245 ns
001  401.895467 ns
011  403.15701 ns
001  501.895467 ns
101  501.960362 ns
100  502.599712 ns
110  504.539245 ns
111  602.433063 ns
011  602.462545 ns
001  603.15701 ns
000  603.861255 ns
100  701.960362 ns
101  702.433063 ns
001  702.462545 ns
011  704.539245 ns
001  801.895467 ns
011  803.15701 ns
001  901.895467 ns
000  902.46595 ns
010  903.15701 ns
000  905.074315 ns
010  1001.895467 ns
110  1001.960362 ns
111  1002.599712 ns
101  1004.539245 ns
100  1102.433063 ns
000  1102.462545 ns
010  1103.15701 ns
011  1103.861255 ns
010  1302.433063 ns
110  1302.462545 ns
100  1303.15701 ns
101  1303.861255 ns
111  1401.895467 ns
110  1402.46595 ns
100  1403.15701 ns
110  1405.074315 ns
010  1501.960362 ns
011  1502.433063 ns
111  1502.462545 ns
101  1504.539245 ns
#442
111  202.629153 ns
011  202.705095 ns
010  203.628849 ns
000  204.603034 ns
001  301.733719 ns
101  302.97797 ns
111  304.438152 ns
011  304.514094 ns
001  402.629153 ns
101  402.705095 ns
111  404.438152 ns
011  404.514094 ns
010  503.952221 ns
000  504.438152 ns
100  504.514094 ns
110  504.926406 ns
111  601.733719 ns
101  602.629153 ns
001  602.705095 ns
101  602.97797 ns
100  603.628849 ns
110  604.438152 ns
010  604.514094 ns
000  604.603034 ns
001  701.733719 ns
101  702.97797 ns
111  704.438152 ns
011  704.514094 ns
001  802.629153 ns
101  802.705095 ns
111  804.438152 ns
011  804.514094 ns
010  901.460844 ns
000  902.629153 ns
001  1003.952221 ns
011  1004.438152 ns
111  1004.514094 ns
101  1004.926406 ns
100  1101.733719 ns
110  1102.629153 ns
010  1102.705095 ns
110  1102.97797 ns
111  1103.628849 ns
101  1104.438152 ns
001  1104.514094 ns
011  1104.603034 ns
010  1301.733719 ns
000  1302.629153 ns
100  1302.705095 ns
000  1302.97797 ns
001  1303.628849 ns
011  1304.438152 ns
111  1304.514094 ns
101  1304.603034 ns
100  1401.460844 ns
110  1402.629153 ns
111  1501.733719 ns
011  1502.97797 ns
001  1504.438152 ns
101  1504.514094 ns
#443
001  201.788642 ns
011  201.84269 ns
001  201.878531 ns
000  203.498799 ns
100  303.002556 ns
000  303.234922 ns
010  303.324811 ns
011  303.419038 ns
111  401.788642 ns
101  401.84269 ns
100  402.205124 ns
000  403.002556 ns
001  403.419038 ns
000  403.498799 ns
010  405.335863 ns
011  406.991972 ns
111  501.788642 ns
110  502.205124 ns
010  503.002556 ns
110  503.234922 ns
100  503.324811 ns
101  503.419038 ns
111  505.335863 ns
110  506.991972 ns
100  601.84269 ns
000  603.002556 ns
001  603.419038 ns
000  603.498799 ns
100  703.002556 ns
000  703.234922 ns
010  703.324811 ns
011  703.419038 ns
111  801.788642 ns
101  801.84269 ns
100  802.205124 ns
000  803.002556 ns
001  803.419038 ns
000  803.498799 ns
010  805.335863 ns
011  806.991972 ns
001  901.84269 ns
011  901.878531 ns
010  902.205124 ns
011  903.498799 ns
001  905.335863 ns
000  906.991972 ns
100  1001.788642 ns
101  1002.205124 ns
001  1003.002556 ns
101  1003.234922 ns
111  1003.324811 ns
110  1003.419038 ns
100  1005.335863 ns
101  1006.991972 ns
111  1101.84269 ns
011  1103.002556 ns
010  1103.419038 ns
011  1103.498799 ns
001  1301.84269 ns
101  1303.002556 ns
100  1303.419038 ns
101  1303.498799 ns
111  1401.84269 ns
101  1401.878531 ns
100  1402.205124 ns
101  1403.498799 ns
111  1405.335863 ns
110  1406.991972 ns
010  1503.002556 ns
110  1503.234922 ns
100  1503.324811 ns
101  1503.419038 ns
#444
001  200.732154 ns
011  202.243395 ns
001  203.468167 ns
000  203.733873 ns
100  302.012812 ns
000  302.280237 ns
001  302.683785 ns
011  303.524053 ns
010  401.135702 ns
110  402.012812 ns
010  402.280237 ns
011  402.683785 ns
111  500.732154 ns
110  501.135702 ns
010  502.012812 ns
000  502.158088 ns
100  502.280237 ns
101  502.423794 ns
100  502.683785 ns
110  503.524053 ns
010  600.732154 ns
110  602.012812 ns
010  602.280237 ns
011  602.683785 ns
001  603.468167 ns
000  603.733873 ns
100  702.012812 ns
000  702.280237 ns
001  702.683785 ns
011  703.524053 ns
010  801.135702 ns
110  802.012812 ns
010  802.280237 ns
011  802.683785 ns
010  901.135702 ns
000  902.243395 ns
100  1000.732154 ns
101  1001.135702 ns
001  1002.012812 ns
011  1002.158088 ns
111  1002.280237 ns
110  1002.423794 ns
111  1002.683785 ns
101  1003.524053 ns
001  1100.732154 ns
101  1102.012812 ns
001  1102.280237 ns
000  1102.683785 ns
010  1103.468167 ns
011  1103.733873 ns
111  1300.732154 ns
011  1302.012812 ns
111  1302.280237 ns
110  1302.683785 ns
100  1303.468167 ns
101  1303.733873 ns
100  1401.135702 ns
110  1402.243395 ns
010  1502.012812 ns
110  1502.280237 ns
111  1502.683785 ns
101  1503.524053 ns
#445
001  202.721228 ns
000  204.08032 ns
010  204.557094 ns
000  205.972634 ns
001  303.872037 ns
101  303.953443 ns
001  305.143363 ns
011  306.979229 ns
111  402.721228 ns
011  405.143363 ns
010  503.739956 ns
110  505.143363 ns
100  505.63227 ns
110  506.979229 ns
010  602.721228 ns
011  603.872037 ns
111  603.953443 ns
110  604.08032 ns
010  605.143363 ns
000  605.972634 ns
001  703.872037 ns
101  703.953443 ns
001  705.143363 ns
011  706.979229 ns
111  802.721228 ns
011  805.143363 ns
010  902.639822 ns
000  904.557094 ns
001  1003.739956 ns
101  1005.143363 ns
111  1005.63227 ns
101  1006.979229 ns
001  1102.721228 ns
000  1103.872037 ns
100  1103.953443 ns
101  1104.08032 ns
001  1105.143363 ns
011  1105.972634 ns
111  1302.721228 ns
110  1303.872037 ns
010  1303.953443 ns
011  1304.08032 ns
111  1305.143363 ns
101  1305.972634 ns
100  1402.639822 ns
110  1404.557094 ns
111  1503.872037 ns
011  1503.953443 ns
111  1505.143363 ns
101  1506.979229 ns
#446
111  201.328333 ns
011  201.8028 ns
010  201.996984 ns
000  204.150454 ns
100  301.702695 ns
000  302.437425 ns
001  303.770658 ns
011  304.050349 ns
001  501.27981 ns
101  501.702695 ns
100  501.948461 ns
110  504.050349 ns
100  601.328333 ns
101  601.996984 ns
001  602.437425 ns
000  603.770658 ns
100  701.702695 ns
000  702.437425 ns
001  703.770658 ns
011  704.050349 ns
010  903.136033 ns
000  904.150454 ns
010  1001.27981 ns
110  1001.702695 ns
111  1001.948461 ns
101  1004.050349 ns
111  1101.328333 ns
110  1101.996984 ns
010  1102.437425 ns
011  1103.770658 ns
001  1301.328333 ns
000  1301.996984 ns
100  1302.437425 ns
101  1303.770658 ns
100  1403.136033 ns
110  1404.150454 ns
010  1501.702695 ns
110  1502.437425 ns
111  1503.770658 ns
101  1504.050349 ns
#447
111  201.335819 ns
110  202.964449 ns
100  203.589698 ns
000  203.735291 ns
010  303.150148 ns
110  303.295741 ns
111  303.528553 ns
011  304.1585 ns
001  401.335819 ns
011  403.566512 ns
001  503.150148 ns
101  503.295741 ns
111  503.566512 ns
110  505.195142 ns
100  601.335819 ns
101  602.964449 ns
100  603.528553 ns
000  604.1585 ns
010  703.150148 ns
110  703.295741 ns
111  703.528553 ns
011  704.1585 ns
001  801.335819 ns
011  803.566512 ns
001  901.335819 ns
000  903.105344 ns
010  903.566512 ns
000  903.589698 ns
010  1003.150148 ns
110  1003.295741 ns
100  1003.566512 ns
101  1005.195142 ns
111  1101.335819 ns
110  1102.964449 ns
111  1103.528553 ns
011  1104.1585 ns
001  1301.335819 ns
000  1302.964449 ns
001  1303.528553 ns
101  1304.1585 ns
111  1401.335819 ns
110  1403.105344 ns
100  1403.566512 ns
110  1403.589698 ns
100  1503.150148 ns
000  1503.295741 ns
001  1503.528553 ns
101  1504.1585 ns
#448
111  202.546121 ns
110  203.340324 ns
100  203.417569 ns
000  203.425741 ns
001  301.722653 ns
101  302.006605 ns
111  303.062417 ns
011  303.070589 ns
010  401.722653 ns
110  402.006605 ns
111  403.141789 ns
011  403.425741 ns
010  501.722653 ns
110  502.006605 ns
100  502.844016 ns
110  503.062417 ns
010  503.070589 ns
011  503.141789 ns
111  503.425741 ns
110  503.638219 ns
111  601.722653 ns
011  602.006605 ns
001  602.546121 ns
000  603.340324 ns
001  701.722653 ns
101  702.006605 ns
111  703.062417 ns
011  703.070589 ns
010  801.722653 ns
110  802.006605 ns
111  803.141789 ns
011  803.425741 ns
010  903.141789 ns
000  903.417569 ns
001  1001.722653 ns
101  1002.006605 ns
111  1002.844016 ns
101  1003.062417 ns
001  1003.070589 ns
000  1003.141789 ns
100  1003.425741 ns
101  1003.638219 ns
100  1101.722653 ns
000  1102.006605 ns
010  1102.546121 ns
011  1103.340324 ns
010  1301.722653 ns
110  1302.006605 ns
100  1302.546121 ns
101  1303.340324 ns
100  1403.141789 ns
110  1403.417569 ns
111  1501.722653 ns
011  1502.006605 ns
001  1503.062417 ns
101  1503.070589 ns
#449
001  202.935183 ns
011  203.203426 ns
010  204.285222 ns
000  204.636483 ns
100  302.805878 ns
000  302.993616 ns
010  303.261859 ns
011  303.575383 ns
111  502.993616 ns
101  503.261859 ns
100  503.323084 ns
110  503.674345 ns
010  602.805878 ns
011  603.575383 ns
010  604.285222 ns
000  604.636483 ns
